run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,100,0.6,0.3,97,97.0,1,0.7,100.0,0.0003
2,10,100,0.6,0.3,96,96.0,1,0.7,100.0,0.0003
3,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
4,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0003
5,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
6,10,100,0.6,0.3,93,93.0,1,0.7,100.0,0.0002
7,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
8,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
9,10,100,0.6,0.3,98,98.0,1,0.7,100.0,0.0002
10,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
11,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
12,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
13,10,100,0.6,0.3,54,54.0,1,0.7,100.0,0.0002
14,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
15,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
16,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0002
17,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
18,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0002
19,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
20,10,100,0.6,0.3,91,91.0,1,0.7,100.0,0.0003
21,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
22,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0002
23,10,100,0.6,0.3,96,96.0,1,0.7,100.0,0.0003
24,10,100,0.6,0.3,97,97.0,1,0.7,100.0,0.0002
25,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0003
26,10,100,0.6,0.3,100,100.0,1,0.7,100.0,0.0003
27,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0003
28,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0003
29,10,100,0.6,0.3,88,88.0,1,0.7,100.0,0.0003
30,10,100,0.6,0.3,99,99.0,1,0.7,100.0,0.0003
