run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,100,0.7,0.3,20,20.0,0,0.7,100.0,0.0003
2,10,100,0.7,0.3,33,33.0,0,0.7,100.0,0.0003
3,10,100,0.7,0.3,100,100.0,1,0.7,100.0,0.0003
4,10,100,0.7,0.3,97,97.0,1,0.7,100.0,0.0003
5,10,100,0.7,0.3,93,93.0,1,0.7,100.0,0.0002
6,10,100,0.7,0.3,32,32.0,0,0.7,100.0,0.0002
7,10,100,0.7,0.3,98,98.0,1,0.7,100.0,0.0003
8,10,100,0.7,0.3,99,99.0,1,0.7,100.0,0.0002
9,10,100,0.7,0.3,26,26.0,0,0.7,100.0,0.0003
10,10,100,0.7,0.3,99,99.0,1,0.7,100.0,0.0003
11,10,100,0.7,0.3,16,16.0,0,0.7,100.0,0.0002
12,10,100,0.7,0.3,23,23.0,1,0.7,100.0,0.0002
13,10,100,0.7,0.3,24,24.0,1,0.7,100.0,0.0002
14,10,100,0.7,0.3,13,13.0,0,0.7,100.0,0.0002
15,10,100,0.7,0.3,25,25.0,0,0.7,100.0,0.0003
16,10,100,0.7,0.3,25,25.0,0,0.7,100.0,0.0003
17,10,100,0.7,0.3,100,100.0,1,0.7,100.0,0.0003
18,10,100,0.7,0.3,21,21.0,0,0.7,100.0,0.0003
19,10,100,0.7,0.3,13,13.0,0,0.7,100.0,0.0003
20,10,100,0.7,0.3,10,10.0,0,0.7,100.0,0.0003
21,10,100,0.7,0.3,97,97.0,1,0.7,100.0,0.0003
22,10,100,0.7,0.3,19,19.0,1,0.7,100.0,0.0003
23,10,100,0.7,0.3,94,94.0,1,0.7,100.0,0.0003
24,10,100,0.7,0.3,28,28.0,0,0.7,100.0,0.0003
25,10,100,0.7,0.3,92,92.0,1,0.7,100.0,0.0003
26,10,100,0.7,0.3,18,18.0,0,0.7,100.0,0.0003
27,10,100,0.7,0.3,99,99.0,1,0.7,100.0,0.0003
28,10,100,0.7,0.3,45,45.0,0,0.7,100.0,0.0003
29,10,100,0.7,0.3,37,37.0,0,0.7,100.0,0.0003
30,10,100,0.7,0.3,99,99.0,1,0.7,100.0,0.0003
