run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,100,0.68,0.3,21,21.0,0,0.7,100.0,0.0003
2,10,100,0.68,0.3,96,96.0,1,0.7,100.0,0.0003
3,10,100,0.68,0.3,100,100.0,1,0.7,100.0,0.0003
4,10,100,0.68,0.3,97,97.0,1,0.7,100.0,0.0003
5,10,100,0.68,0.3,93,93.0,1,0.7,100.0,0.0003
6,10,100,0.68,0.3,56,56.0,0,0.7,100.0,0.0003
7,10,100,0.68,0.3,99,99.0,1,0.7,100.0,0.0003
8,10,100,0.68,0.3,99,99.0,1,0.7,100.0,0.0003
9,10,100,0.68,0.3,32,32.0,0,0.7,100.0,0.0003
10,10,100,0.68,0.3,99,99.0,1,0.7,100.0,0.0003
11,10,100,0.68,0.3,19,19.0,0,0.7,100.0,0.0003
12,10,100,0.68,0.3,24,24.0,1,0.7,100.0,0.0003
13,10,100,0.68,0.3,29,29.0,1,0.7,100.0,0.0003
14,10,100,0.68,0.3,14,14.0,0,0.7,100.0,0.0003
15,10,100,0.68,0.3,35,35.0,0,0.7,100.0,0.0003
16,10,100,0.68,0.3,38,38.0,0,0.7,100.0,0.0003
17,10,100,0.68,0.3,100,100.0,1,0.7,100.0,0.0003
18,10,100,0.68,0.3,25,25.0,0,0.7,100.0,0.0003
19,10,100,0.68,0.3,23,23.0,0,0.7,100.0,0.0003
20,10,100,0.68,0.3,23,23.0,0,0.7,100.0,0.0003
21,10,100,0.68,0.3,100,100.0,1,0.7,100.0,0.0003
22,10,100,0.68,0.3,23,23.0,1,0.7,100.0,0.0003
23,10,100,0.68,0.3,89,89.0,1,0.7,100.0,0.0003
24,10,100,0.68,0.3,97,97.0,1,0.7,100.0,0.0003
25,10,100,0.68,0.3,92,92.0,1,0.7,100.0,0.0003
26,10,100,0.68,0.3,25,25.0,0,0.7,100.0,0.0003
27,10,100,0.68,0.3,99,99.0,1,0.7,100.0,0.0003
28,10,100,0.68,0.3,29,29.0,0,0.7,100.0,0.0003
29,10,100,0.68,0.3,24,24.0,0,0.7,100.0,0.0003
30,10,100,0.68,0.3,91,91.0,1,0.7,100.0,0.0003
