43,FALSE,148.0000,222.0000
33,FALSE,126.3259,335.6295
2,FALSE,163.3259,372.7553
53,FALSE,138.0859,444.0000
90,FALSE,52.3259,604.3275
84,FALSE,64.0859,665.7821
41,FALSE,319.8928,481.0647
82,FALSE,218.8029,596.8442
62,FALSE,126.3259,713.9532
96,FALSE,154.7170,722.2195
80,FALSE,427.3227,494.4713
36,FALSE,276.4690,635.9875
83,FALSE,111.0000,813.9332
93,FALSE,337.6050,654.7930
76,FALSE,127.6311,865.7907
24,FALSE,322.2791,715.2584
51,FALSE,367.1757,683.1886
86,FALSE,0.0000,1061.1479
78,FALSE,175.0859,955.6653
45,FALSE,307.1964,853.4675
77,FALSE,207.6354,976.1728
18,FALSE,366.0381,852.2441
28,FALSE,319.5489,896.4877
15,FALSE,328.6883,909.4140
60,FALSE,477.7562,781.0646
74,FALSE,470.2791,773.3966
99,FALSE,276.5272,952.6832
68,FALSE,296.7313,944.6184
10,FALSE,239.5446,1015.5769
29,FALSE,265.0043,1012.6359
0,TRUE,684.2688,618.0218
11,FALSE,222.0000,1123.1472
13,FALSE,427.7377,950.0406
34,FALSE,52.3259,1323.9276
89,FALSE,104.6518,1301.0604
44,FALSE,411.3751,1039.5100
70,FALSE,535.5591,907.0311
27,FALSE,519.8984,938.9338
6,FALSE,332.0187,1138.1594
35,FALSE,324.4477,1160.7242
97,FALSE,440.5844,1054.5410
73,FALSE,381.5169,1110.9241
69,FALSE,127.6311,1353.3382
38,FALSE,354.5812,1153.9756
30,FALSE,667.9189,861.2811
95,FALSE,573.0547,923.0917
7,FALSE,340.8108,1157.3912
87,FALSE,487.6417,1030.5297
72,FALSE,192.2576,1336.5080
75,FALSE,250.8869,1299.7108
54,FALSE,584.3829,998.6561
5,FALSE,210.9063,1357.4891
19,FALSE,192.2576,1402.6784
4,FALSE,122.7151,1491.9972
65,FALSE,629.1632,1026.8951
50,FALSE,406.5622,1237.5312
22,FALSE,543.6967,1089.2705
56,FALSE,470.9649,1175.6565
42,FALSE,540.8959,1099.1881
20,FALSE,395.5902,1238.5268
81,FALSE,473.9154,1182.0528
48,FALSE,424.3142,1227.6935
91,FALSE,330.1205,1327.5285
85,FALSE,504.8882,1168.6995
94,FALSE,37.0000,1609.4279
25,FALSE,387.6455,1302.7725
98,FALSE,365.7949,1324.3160
61,FALSE,315.2835,1388.3908
40,FALSE,605.2558,1120.6600
92,FALSE,517.5511,1209.5362
88,FALSE,0.0000,1735.8301
26,FALSE,117.0043,1671.6089
1,FALSE,539.9903,1285.7717
79,FALSE,804.1107,1024.6007
47,FALSE,392.4054,1416.5704
17,FALSE,324.4477,1500.5374
49,FALSE,631.0365,1198.9195
14,FALSE,488.7725,1332.5077
67,FALSE,367.5138,1453.0843
3,FALSE,290.1399,1543.9069
64,FALSE,523.8202,1312.2526
58,FALSE,461.5272,1376.6292
52,FALSE,335.9326,1493.7446
21,FALSE,493.6694,1345.9394
46,FALSE,323.4413,1511.9506
8,FALSE,667.3784,1187.7372
16,FALSE,190.7672,1662.5032
66,FALSE,487.6121,1379.5434
59,FALSE,335.1564,1537.9059
23,FALSE,335.9326,1548.0255
63,FALSE,195.7856,1696.2314
12,FALSE,408.3976,1527.0378
71,FALSE,188.6637,1759.7501
32,FALSE,701.6948,1285.8504
37,FALSE,366.8029,1612.3082
57,FALSE,143.3004,1845.3691
31,FALSE,395.7409,1627.8021
55,FALSE,654.2904,1378.8738
39,FALSE,608.4864,1410.0587
9,FALSE,556.7339,1444.3352
