run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,60,0.7,0.4,20,33.33,0,0.7,100.0,0.0002
2,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
3,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
4,10,60,0.7,0.4,57,95.0,1,0.7,100.0,0.0002
5,10,60,0.7,0.4,52,86.67,1,0.7,100.0,0.0002
6,10,60,0.7,0.4,59,98.33,1,0.7,100.0,0.0001
7,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
8,10,60,0.7,0.4,57,95.0,1,0.7,100.0,0.0002
9,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
10,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
11,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
12,10,60,0.7,0.4,58,96.67,1,0.7,100.0,0.0001
13,10,60,0.7,0.4,59,98.33,1,0.7,100.0,0.0002
14,10,60,0.7,0.4,31,51.67,0,0.7,100.0,0.0002
15,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
16,10,60,0.7,0.4,57,95.0,1,0.7,100.0,0.0002
17,10,60,0.7,0.4,59,98.33,1,0.7,100.0,0.0002
18,10,60,0.7,0.4,59,98.33,1,0.7,100.0,0.0001
19,10,60,0.7,0.4,54,90.0,1,0.7,100.0,0.0002
20,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
21,10,60,0.7,0.4,59,98.33,1,0.7,100.0,0.0002
22,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
23,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
24,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
25,10,60,0.7,0.4,58,96.67,1,0.7,100.0,0.0002
26,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
27,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
28,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0002
29,10,60,0.7,0.4,60,100.0,1,0.7,100.0,0.0001
30,10,60,0.7,0.4,14,23.33,0,0.7,100.0,0.0002
