run,voters,propositions,accuracy,adv_control,prop_corrupted,prop_corrupted_pct,target_corrupted,alpha,stake,elapsed_time
1,10,100,0.86,0.3,5,5.0,0,0.7,100.0,0.0003
2,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
3,10,100,0.86,0.3,3,3.0,0,0.7,100.0,0.0002
4,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
5,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
6,10,100,0.86,0.3,0,0.0,0,0.7,100.0,0.0003
7,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
8,10,100,0.86,0.3,7,7.0,0,0.7,100.0,0.0003
9,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
10,10,100,0.86,0.3,0,0.0,0,0.7,100.0,0.0003
11,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
12,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
13,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
14,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
15,10,100,0.86,0.3,5,5.0,0,0.7,100.0,0.0003
16,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
17,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
18,10,100,0.86,0.3,3,3.0,0,0.7,100.0,0.0003
19,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0002
20,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
21,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
22,10,100,0.86,0.3,4,4.0,0,0.7,100.0,0.0003
23,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0002
24,10,100,0.86,0.3,5,5.0,0,0.7,100.0,0.0003
25,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
26,10,100,0.86,0.3,2,2.0,0,0.7,100.0,0.0003
27,10,100,0.86,0.3,3,3.0,0,0.7,100.0,0.0003
28,10,100,0.86,0.3,3,3.0,0,0.7,100.0,0.0003
29,10,100,0.86,0.3,3,3.0,0,0.7,100.0,0.0003
30,10,100,0.86,0.3,1,1.0,0,0.7,100.0,0.0003
