10,FALSE,111.0000,259.0000
43,FALSE,126.3259,350.9554
56,FALSE,89.3259,458.5153
22,FALSE,104.6518,518.0000
45,FALSE,254.7949,420.2640
33,FALSE,237.3259,463.6104
20,FALSE,116.4118,603.6571
41,FALSE,74.0000,695.3194
14,FALSE,244.5835,598.7170
46,FALSE,89.3259,744.5617
17,FALSE,183.8204,696.5982
13,FALSE,274.3259,639.0129
21,FALSE,325.4722,597.7075
0,FALSE,74.0000,851.9840
55,FALSE,315.5581,677.8533
51,FALSE,352.3905,644.3259
59,FALSE,232.8236,737.8508
40,FALSE,193.9777,762.8036
28,FALSE,193.9777,756.1170
58,FALSE,239.5446,751.2020
8,FALSE,116.4118,879.8523
37,FALSE,37.0000,1001.3779
19,FALSE,101.0859,1006.6925
12,FALSE,237.3259,910.0490
30,FALSE,423.5326,740.0000
15,FALSE,185.0000,941.8736
26,FALSE,322.1495,833.1164
16,FALSE,239.5446,894.1424
5,FALSE,119.7345,1013.9614
34,FALSE,163.3259,1024.9340
4,FALSE,215.6518,989.2009
24,FALSE,227.4118,1009.1072
7,FALSE,273.1463,954.8471
49,FALSE,148.0000,1063.3068
3,FALSE,138.0859,1108.9959
11,FALSE,227.4118,1047.7151
25,FALSE,244.5835,1026.5748
52,FALSE,186.8010,1106.3110
35,FALSE,232.8236,1105.3499
39,FALSE,89.3259,1222.0752
53,FALSE,101.0859,1247.8946
36,FALSE,222.7313,1166.1925
27,FALSE,276.1718,1132.4796
32,FALSE,270.7151,1150.4586
1,FALSE,292.0902,1140.8142
47,FALSE,433.7420,1003.7848
31,FALSE,230.9777,1162.6369
38,FALSE,97.8928,1305.7043
54,FALSE,343.7787,1126.6311
6,FALSE,243.3302,1181.4108
50,FALSE,341.9777,1093.9314
57,FALSE,328.8705,1104.2432
42,FALSE,126.3259,1302.9802
23,FALSE,230.9777,1222.4662
29,FALSE,126.3259,1337.1420
9,FALSE,237.3259,1249.1824
48,FALSE,193.9777,1302.3755
44,FALSE,341.2230,1179.4603
18,FALSE,101.0859,1412.4407
2,FALSE,206.3302,1348.9477
