58,FALSE,148.0000,222.0000
40,FALSE,163.3259,298.6295
54,FALSE,89.3259,431.4294
22,FALSE,252.6518,348.3259
11,FALSE,138.0859,469.0239
50,FALSE,141.6518,525.8504
8,FALSE,310.1463,391.5712
39,FALSE,148.0000,544.9331
55,FALSE,153.4118,597.4118
18,FALSE,141.6518,643.1030
1,FALSE,148.0000,662.9209
51,FALSE,190.4118,667.4040
45,FALSE,171.8928,696.9475
33,FALSE,173.3656,744.1771
9,FALSE,399.4722,573.2015
20,FALSE,101.0859,819.4118
26,FALSE,246.0604,726.6314
4,FALSE,239.1718,738.9108
41,FALSE,258.0636,727.8516
12,FALSE,111.0000,841.8331
17,FALSE,134.8928,868.6330
14,FALSE,296.3688,768.1815
13,FALSE,291.7949,746.7831
56,FALSE,163.3259,873.0490
0,FALSE,190.4118,875.0604
49,FALSE,164.6311,908.0667
24,FALSE,119.7345,996.4423
36,FALSE,101.0859,1066.2028
31,FALSE,326.7774,879.7389
19,FALSE,210.3656,973.9553
25,FALSE,340.5549,876.3550
5,FALSE,126.3259,1076.3862
3,FALSE,246.0604,988.2812
57,FALSE,230.7345,1001.0668
6,FALSE,111.0000,1133.4002
48,FALSE,281.0429,1007.7345
34,FALSE,236.1463,1043.2059
2,FALSE,116.4118,1158.2261
53,FALSE,292.0381,1013.5856
42,FALSE,227.4118,1070.9270
10,FALSE,246.3036,1048.7483
23,FALSE,298.2187,996.1496
35,FALSE,138.0859,1150.4579
28,FALSE,303.6305,1018.7209
21,FALSE,126.3259,1172.7712
43,FALSE,272.9787,1056.1107
46,FALSE,37.0000,1295.6798
16,FALSE,377.6305,1025.3741
30,FALSE,153.4118,1200.6311
27,FALSE,328.8705,1046.5180
15,FALSE,201.6311,1130.9314
37,FALSE,156.7345,1208.8950
38,FALSE,200.3259,1205.6280
7,FALSE,175.0859,1235.5734
32,FALSE,101.0859,1337.3096
52,FALSE,308.1288,1171.6165
59,FALSE,335.3863,1117.3755
44,FALSE,185.0000,1228.2203
29,FALSE,153.4118,1284.8096
47,FALSE,193.9777,1266.1376
